#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2019-01-01 00:00 to 2019-12-31 23:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2125: Circleville, UT
# 
# Data items provided in this file:
#
# Element Name               Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                               
# Air Temperature Observed   Value       None           Instantaneous      N/A        Degrees fahrenheit   N/A           TOBS          Instantaneously observed air temperature  
# Solar Radiation Average    Value       None           Hour               N/A        Watts/meter squared  N/A           SRADV         Average solar radiation                   
# Wind Speed Average         Value       None           Hour               N/A        Miles/hour           N/A           WSPDV         Average wind speed                        
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -2            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -4            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -8            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -20           STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -40           STO           Observed soil temperature                 
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Circleville (2125) 
# Utah  SCAN Site - 6120 ft
# Reporting Frequency: Hourly; Date Range: 2019-01-01 00:00 to 2019-12-31 23:00
#
# As of: Feb 2, 2021 10:15:03 AM GMT-08:00
#
Date,Station Id,Air Temperature Observed (degF),Solar Radiation Average (watt/m2),Wind Speed Average (mph),Soil Temperature Observed -2in (degF),Soil Temperature Observed -4in (degF),Soil Temperature Observed -8in (degF),Soil Temperature Observed -20in (degF),Soil Temperature Observed -40in (degF)
2019-07-12 03:00,2125,51,0.06,2.7,65,73,73,65,57
2019-07-12 04:00,2125,49,0.10,2.3,64,72,73,65,57
2019-07-12 05:00,2125,47,28.10,2.6,64,71,72,65,57
2019-07-12 06:00,2125,49,173.00,1.4,63,70,72,65,57
2019-07-12 07:00,2125,57,407.30,1.4,62,69,71,65,57
2019-07-12 08:00,2125,66,486.60,1.4,64,69,71,65,58
2019-07-12 09:00,2125,70,792.40,2.7,67,69,71,65,57
2019-07-12 10:00,2125,73,744.50,2.1,69,70,70,65,57
2019-07-12 11:00,2125,82,1016.00,4.9,71,72,70,65,58
2019-07-12 12:00,2125,86,1035.00,3.3,75,74,70,65,58
2019-07-12 13:00,2125,90,1054.00,4.1,79,77,70,65,58
2019-07-12 14:00,2125,88,935.00,3.9,81,80,70,65,57
2019-07-12 15:00,2125,88,424.00,2.9,82,82,71,65,58
2019-07-12 16:00,2125,85,143.70,7.1,82,84,71,65,58
2019-07-12 17:00,2125,81,173.60,4.9,82,84,72,65,57
2019-07-12 18:00,2125,82,196.10,3.2,80,84,73,65,57
2019-07-12 19:00,2125,77,34.44,2.4,79,83,73,65,58
2019-07-12 20:00,2125,69,0.27,3.7,78,83,73,65,57
2019-07-12 21:00,2125,63,0.14,2.8,76,82,74,65,57
2019-07-12 22:00,2125,70,0.08,3.8,74,80,74,65,58
2019-07-12 23:00,2125,61,0.06,2.9,72,79,74,65,58
2019-07-13 00:00,2125,61,0.06,4.5,71,78,74,65,58
2019-07-13 01:00,2125,66,0.07,3.5,71,77,74,65,58
2019-07-13 02:00,2125,63,0.08,3.0,70,76,74,65,58
2019-07-13 03:00,2125,64,0.07,4.4,70,76,73,65,58
2019-07-13 04:00,2125,63,0.05,3.9,69,75,73,65,58
2019-07-13 05:00,2125,62,5.97,3.0,69,74,73,65,58
2019-07-13 06:00,2125,61,45.83,4.0,69,74,73,65,58
2019-07-13 07:00,2125,64,132.90,2.9,68,73,72,65,58
2019-07-13 08:00,2125,65,140.90,1.8,68,73,72,65,58
2019-07-13 09:00,2125,68,582.80,2.4,69,73,72,65,58
2019-07-13 10:00,2125,74,793.10,2.1,70,73,71,65,58
2019-07-13 11:00,2125,79,877.00,3.4,73,74,71,65,58
2019-07-13 12:00,2125,83,361.90,6.1,76,76,71,65,58
2019-07-13 13:00,2125,69,320.70,8.5,77,78,71,65,58
2019-07-13 14:00,2125,75,934.00,5.3,76,80,71,65,58
2019-07-13 15:00,2125,82,809.00,3.9,77,80,72,65,58
2019-07-13 16:00,2125,84,133.50,10.4,78,81,72,65,58
2019-07-13 17:00,2125,72,398.10,4.4,78,82,73,65,58
2019-07-13 18:00,2125,81,225.30,3.0,77,82,73,65,58
2019-07-13 19:00,2125,75,32.16,3.5,77,81,73,65,58
2019-07-13 20:00,2125,65,0.35,4.1,76,81,73,65,58
2019-07-13 21:00,2125,65,0.07,3.3,75,80,74,65,58
2019-07-13 22:00,2125,59,0.06,3.6,73,79,74,65,58
2019-07-13 23:00,2125,60,0.06,3.7,71,78,74,65,58
2019-07-14 00:00,2125,55,0.04,2.1,70,77,74,65,58
2019-07-14 01:00,2125,52,0.00,2.5,69,76,73,65,58
2019-07-14 02:00,2125,52,0.02,2.5,67,74,73,65,58
2019-07-14 03:00,2125,50,0.02,2.9,66,73,73,65,58
2019-07-14 04:00,2125,51,0.03,2.8,65,72,73,65,58
2019-07-14 05:00,2125,49,22.24,2.6,64,71,72,65,58
2019-07-14 06:00,2125,52,181.20,1.7,63,71,72,65,58
2019-07-14 07:00,2125,63,385.20,1.8,63,70,71,65,58
2019-07-14 08:00,2125,66,588.60,1.7,65,69,71,65,58
2019-07-14 09:00,2125,73,717.90,1.5,69,70,71,65,58
2019-07-14 10:00,2125,81,941.00,3.4,72,71,70,65,58
2019-07-14 11:00,2125,87,873.00,6.3,76,74,70,65,58
2019-07-14 12:00,2125,83,531.00,7.4,80,77,70,65,58
2019-07-14 13:00,2125,83,805.00,6.0,81,79,70,65,58
2019-07-14 14:00,2125,83,443.60,6.3,83,81,71,65,58
2019-07-14 15:00,2125,81,311.50,3.7,83,83,71,65,58
2019-07-14 16:00,2125,83,196.70,11.8,83,84,72,65,58
2019-07-14 17:00,2125,83,166.20,4.9,82,84,72,65,58
2019-07-14 18:00,2125,80,241.70,6.1,81,84,73,65,58
2019-07-14 19:00,2125,80,34.60,8.0,80,83,73,65,58
2019-07-14 20:00,2125,78,0.38,5.0,79,83,74,65,58
2019-07-14 21:00,2125,70,0.17,2.8,78,82,74,65,58
2019-07-14 22:00,2125,71,0.12,4.4,76,81,75,65,58
2019-07-14 23:00,2125,68,0.12,2.2,75,80,75,65,58
2019-07-15 00:00,2125,61,0.09,2.9,73,79,75,65,58
2019-07-15 01:00,2125,59,0.05,3.5,72,78,75,65,58
2019-07-15 02:00,2125,60,0.05,3.2,71,77,74,65,58
2019-07-15 03:00,2125,60,0.05,2.0,70,76,74,65,58
2019-07-15 04:00,2125,58,0.08,3.4,70,75,74,65,58
2019-07-15 05:00,2125,53,11.91,2.6,69,74,73,65,58
2019-07-15 06:00,2125,54,134.60,1.2,67,74,73,65,58
2019-07-15 07:00,2125,63,242.70,0.8,67,73,73,65,58
2019-07-15 08:00,2125,69,471.90,1.6,68,72,72,65,58
2019-07-15 09:00,2125,74,809.00,2.6,70,72,72,65,58
2019-07-15 10:00,2125,80,921.00,3.9,73,73,72,65,58
2019-07-15 11:00,2125,82,882.00,6.5,77,76,71,65,58
2019-07-15 12:00,2125,82,1046.00,7.9,80,79,71,65,58
2019-07-15 13:00,2125,89,856.00,4.7,84,82,72,65,58
2019-07-15 14:00,2125,87,887.00,6.4,87,84,72,65,58
2019-07-15 15:00,2125,84,829.00,9.9,87,87,73,65,58
2019-07-15 16:00,2125,85,554.90,8.5,87,88,73,65,58
2019-07-15 17:00,2125,84,414.30,7.8,87,88,74,65,58
2019-07-15 18:00,2125,82,189.70,6.8,87,88,75,65,58
2019-07-15 19:00,2125,74,28.68,5.2,85,88,76,65,58
2019-07-15 20:00,2125,71,0.38,5.2,83,87,76,65,58
2019-07-15 21:00,2125,69,0.17,5.5,81,86,76,65,58
2019-07-15 22:00,2125,66,0.14,5.6,79,84,76,65,58
2019-07-15 23:00,2125,66,0.10,5.5,77,83,76,65,58
2019-07-16 00:00,2125,62,0.10,5.6,75,81,76,65,58
2019-07-16 01:00,2125,63,0.07,2.3,73,80,76,65,58
2019-07-16 02:00,2125,60,0.04,4.4,72,79,76,65,58
2019-07-16 03:00,2125,54,0.04,3.0,70,78,76,65,58
2019-07-16 04:00,2125,52,0.06,3.3,69,76,76,65,58
2019-07-16 05:00,2125,45,20.75,2.1,67,75,75,65,58
2019-07-16 06:00,2125,52,185.60,1.5,66,74,75,66,58
2019-07-16 07:00,2125,62,384.10,1.0,65,73,74,65,58
2019-07-16 08:00,2125,69,601.60,0.0,68,72,74,66,58
2019-07-16 09:00,2125,74,785.60,1.9,71,72,73,66,58
2019-07-16 10:00,2125,80,929.00,6.2,74,74,73,66,58
2019-07-16 11:00,2125,82,1017.00,7.8,78,76,73,66,58
2019-07-16 12:00,2125,86,1037.00,11.0,82,79,73,66,58
2019-07-16 13:00,2125,87,1021.00,10.6,86,82,73,66,58
2019-07-16 14:00,2125,88,940.00,10.8,88,85,73,66,58
2019-07-16 15:00,2125,88,809.00,10.6,90,88,74,66,58
2019-07-16 16:00,2125,86,624.50,10.8,90,90,75,66,58
2019-07-16 17:00,2125,85,407.30,8.3,90,91,75,66,58
2019-07-16 18:00,2125,81,210.40,8.9,89,91,76,66,58
2019-07-16 19:00,2125,80,26.43,7.0,87,90,77,66,58
2019-07-16 20:00,2125,72,0.38,4.9,85,89,77,66,58
2019-07-16 21:00,2125,66,0.15,5.5,82,88,78,66,58
2019-07-16 22:00,2125,64,0.14,4.6,80,87,78,66,58
2019-07-16 23:00,2125,57,0.11,4.0,78,85,78,66,58
2019-07-17 00:00,2125,57,0.08,3.6,76,83,78,66,58
2019-07-17 01:00,2125,59,0.05,4.3,74,82,78,66,58
2019-07-17 02:00,2125,58,0.04,3.7,72,80,77,66,58
2019-07-17 03:00,2125,58,0.07,2.8,71,79,77,66,58
2019-07-17 04:00,2125,51,0.05,3.0,69,78,77,66,58
2019-07-17 05:00,2125,52,23.98,3.9,68,76,76,66,58
2019-07-17 06:00,2125,52,192.20,3.2,67,75,76,66,58
2019-07-17 07:00,2125,57,400.90,0.9,66,74,75,66,59
2019-07-17 08:00,2125,70,610.40,0.5,69,73,75,66,58
2019-07-17 09:00,2125,74,792.00,4.3,72,73,75,66,58
2019-07-17 10:00,2125,80,931.00,7.1,76,75,74,66,58
2019-07-17 11:00,2125,81,1015.00,8.3,80,78,74,66,58
2019-07-17 12:00,2125,80,1043.00,14.1,83,81,73,66,58
2019-07-17 13:00,2125,82,1019.00,14.1,86,83,74,66,59
2019-07-17 14:00,2125,82,930.00,13.6,89,86,74,66,58
2019-07-17 15:00,2125,82,806.00,14.4,90,89,75,66,58
2019-07-17 16:00,2125,81,625.10,11.5,90,90,76,66,58
2019-07-17 17:00,2125,80,407.10,10.0,90,91,76,66,59
2019-07-17 18:00,2125,79,188.60,9.2,89,91,77,66,58
2019-07-17 19:00,2125,73,23.11,5.8,87,90,77,66,58
2019-07-17 20:00,2125,66,0.35,5.8,84,89,78,66,58
2019-07-17 21:00,2125,63,0.17,5.0,82,87,78,66,58
2019-07-17 22:00,2125,61,0.12,2.6,79,86,78,66,59
2019-07-17 23:00,2125,62,0.08,3.5,77,84,78,66,59
2019-07-18 00:00,2125,54,0.05,2.9,74,82,78,66,59
2019-07-18 01:00,2125,49,0.01,2.9,72,81,78,66,59
2019-07-18 02:00,2125,51,0.01,3.4,70,79,78,66,59
2019-07-18 03:00,2125,49,0.02,2.5,69,78,77,66,59
2019-07-18 04:00,2125,47,0.01,2.8,67,76,76,66,58
2019-07-18 05:00,2125,50,22.08,2.9,65,75,76,66,59
2019-07-18 06:00,2125,50,156.90,2.5,64,73,76,66,59
2019-07-18 07:00,2125,58,372.60,7.2,64,72,75,67,59
2019-07-18 08:00,2125,71,563.00,6.4,66,72,75,67,59
2019-07-18 09:00,2125,76,789.20,6.0,70,72,74,67,59
2019-07-18 10:00,2125,78,903.00,4.1,74,74,74,67,59
2019-07-18 11:00,2125,81,1017.00,3.6,78,77,73,67,59
2019-07-18 12:00,2125,83,1055.00,9.0,82,80,73,67,59
2019-07-18 13:00,2125,81,963.00,11.7,86,83,73,67,59
2019-07-18 14:00,2125,82,888.00,10.4,89,86,74,67,59
2019-07-18 15:00,2125,82,809.00,9.6,90,88,75,67,59
2019-07-18 16:00,2125,82,630.60,9.0,90,90,75,67,59
2019-07-18 17:00,2125,81,430.10,9.6,90,90,76,67,59
2019-07-18 18:00,2125,80,216.20,7.8,89,91,76,67,59
2019-07-18 19:00,2125,76,24.23,6.0,87,90,77,67,59
2019-07-18 20:00,2125,69,0.47,5.3,85,89,77,67,59
2019-07-18 21:00,2125,64,0.19,4.4,82,88,78,67,59
2019-07-18 22:00,2125,61,0.14,4.3,80,86,78,67,59
2019-07-18 23:00,2125,55,0.10,3.0,77,84,78,67,59
2019-07-19 00:00,2125,62,0.08,3.4,75,83,78,67,59
2019-07-19 01:00,2125,61,0.06,3.1,73,81,78,67,59
2019-07-19 02:00,2125,57,0.04,5.0,71,80,77,67,59
2019-07-19 03:00,2125,62,0.04,6.3,70,78,77,67,59
2019-07-19 04:00,2125,63,0.08,4.3,69,77,77,67,59
2019-07-19 05:00,2125,55,21.11,3.0,69,76,76,67,59
2019-07-19 06:00,2125,54,185.60,2.8,68,75,76,67,59
2019-07-19 07:00,2125,60,391.30,1.8,67,74,76,67,59
2019-07-19 08:00,2125,71,593.80,5.7,69,73,75,67,59
2019-07-19 09:00,2125,78,774.90,4.8,73,74,75,67,59
2019-07-19 10:00,2125,82,911.00,5.1,77,76,74,67,59
2019-07-19 11:00,2125,85,992.00,4.6,81,79,74,67,59
2019-07-19 12:00,2125,87,1051.00,5.4,85,82,74,67,59
2019-07-19 13:00,2125,88,1007.00,5.7,89,85,74,67,59
2019-07-19 14:00,2125,87,874.00,8.0,92,88,75,67,59
2019-07-19 15:00,2125,85,822.00,7.6,94,90,75,67,59
2019-07-19 16:00,2125,85,620.30,9.1,94,92,76,67,59
2019-07-19 17:00,2125,85,407.10,7.6,93,93,76,67,59
2019-07-19 18:00,2125,81,203.40,9.3,92,93,77,67,59
2019-07-19 19:00,2125,78,25.24,7.1,90,92,78,67,59
2019-07-19 20:00,2125,73,0.34,5.4,87,91,79,67,59
2019-07-19 21:00,2125,71,0.17,5.1,85,90,79,67,59
2019-07-19 22:00,2125,69,0.19,5.6,82,89,79,67,59
2019-07-19 23:00,2125,66,0.14,5.4,80,87,79,67,59
2019-07-20 00:00,2125,62,0.08,5.1,79,85,79,67,59
2019-07-20 01:00,2125,59,0.08,5.0,77,84,79,67,59
2019-07-20 02:00,2125,62,0.08,3.7,76,83,79,67,59
2019-07-20 03:00,2125,61,0.06,5.6,74,81,79,67,59
2019-07-20 04:00,2125,60,0.09,6.9,72,80,78,67,59
2019-07-20 05:00,2125,58,17.67,3.2,71,78,78,67,59
2019-07-20 06:00,2125,51,195.30,2.2,70,77,77,67,59
2019-07-20 07:00,2125,58,347.80,2.2,69,76,77,67,59
2019-07-20 08:00,2125,63,593.80,2.7,71,75,76,67,59
2019-07-20 09:00,2125,73,767.20,5.4,74,75,76,67,59
2019-07-20 10:00,2125,79,948.00,7.3,77,77,76,67,59
2019-07-20 11:00,2125,81,1023.00,7.4,81,79,75,67,59
2019-07-20 12:00,2125,83,1051.00,6.5,85,82,75,67,59
2019-07-20 13:00,2125,83,1031.00,5.2,89,85,75,67,59
2019-07-20 14:00,2125,87,946.00,6.5,92,88,76,67,59
2019-07-20 15:00,2125,87,808.00,4.8,94,91,76,67,59
2019-07-20 16:00,2125,85,628.70,5.4,93,92,77,67,59
2019-07-20 17:00,2125,82,423.50,4.3,93,93,77,67,59
2019-07-20 18:00,2125,80,212.10,4.0,92,93,78,67,59
2019-07-20 19:00,2125,73,22.26,5.1,90,93,79,67,59
2019-07-20 20:00,2125,70,0.27,5.0,87,92,79,67,59
2019-07-20 21:00,2125,71,0.09,6.4,85,90,80,67,59
2019-07-20 22:00,2125,68,0.10,6.5,82,89,80,67,59
2019-07-20 23:00,2125,65,0.07,6.9,80,87,80,67,59
2019-07-21 00:00,2125,64,0.05,6.1,78,85,80,67,59
2019-07-21 01:00,2125,62,0.07,4.4,77,84,80,67,59
2019-07-21 02:00,2125,59,0.04,2.8,75,82,79,67,59
2019-07-21 03:00,2125,54,0.03,2.8,73,81,79,67,59
2019-07-21 04:00,2125,49,0.02,1.9,72,80,79,67,59
2019-07-21 05:00,2125,50,18.97,3.3,70,78,78,67,59
2019-07-21 06:00,2125,47,181.00,1.4,69,77,78,68,59
2019-07-21 07:00,2125,61,393.20,1.9,68,76,77,68,59
2019-07-21 08:00,2125,67,604.10,0.9,70,75,77,68,59
2019-07-21 09:00,2125,72,788.70,0.9,73,75,76,68,59
2019-07-21 10:00,2125,77,934.00,1.0,76,77,76,68,59
2019-07-21 11:00,2125,82,1024.00,1.8,80,79,76,68,59
2019-07-21 12:00,2125,85,1056.00,2.1,85,82,76,68,59
2019-07-21 13:00,2125,87,1037.00,6.3,88,85,76,68,59
2019-07-21 14:00,2125,85,948.00,5.8,92,88,76,68,59
2019-07-21 15:00,2125,88,794.40,1.9,94,91,76,68,59
2019-07-21 16:00,2125,90,610.10,1.4,94,93,77,68,59
2019-07-21 17:00,2125,88,413.90,4.0,94,94,78,68,59
2019-07-21 18:00,2125,82,249.70,5.1,92,94,79,68,59
2019-07-21 19:00,2125,75,21.80,5.3,91,94,79,68,59
2019-07-21 20:00,2125,73,0.28,5.0,89,93,80,68,59
2019-07-21 21:00,2125,69,0.11,5.3,86,91,80,68,59
2019-07-21 22:00,2125,71,0.12,2.9,83,90,80,68,59
2019-07-21 23:00,2125,67,0.07,4.4,81,88,80,68,59
2019-07-22 00:00,2125,66,0.04,4.2,79,86,80,68,60
2019-07-22 01:00,2125,66,0.10,3.7,77,85,80,68,60
2019-07-22 02:00,2125,56,0.05,2.7,76,83,80,68,60
2019-07-22 03:00,2125,50,0.02,3.5,74,82,80,68,59
2019-07-22 04:00,2125,49,0.01,3.4,72,80,79,68,60
2019-07-22 05:00,2125,48,17.96,2.8,71,79,79,68,60
2019-07-22 06:00,2125,50,180.10,1.1,69,78,78,68,60
2019-07-22 07:00,2125,60,387.60,1.0,69,77,78,68,60
2019-07-22 08:00,2125,66,590.60,0.9,70,76,77,68,60
2019-07-22 09:00,2125,72,756.70,0.1,74,76,77,68,60
2019-07-22 10:00,2125,77,843.00,0.2,77,77,76,68,60
2019-07-22 11:00,2125,81,927.00,0.2,80,80,76,68,60
2019-07-22 12:00,2125,88,1085.00,0.3,83,82,76,68,60
2019-07-22 13:00,2125,89,972.00,3.3,87,85,76,68,60
2019-07-22 14:00,2125,88,899.00,2.4,90,88,76,68,60
2019-07-22 15:00,2125,90,846.00,3.7,92,90,76,68,60
2019-07-22 16:00,2125,90,705.20,6.8,92,92,77,68,60
2019-07-22 17:00,2125,85,423.60,8.7,93,93,78,68,60
2019-07-22 18:00,2125,83,194.00,7.2,92,94,79,68,60
2019-07-22 19:00,2125,80,14.25,5.9,90,93,79,68,60
2019-07-22 20:00,2125,78,0.24,6.5,88,92,80,68,60
2019-07-22 21:00,2125,76,0.12,6.5,86,91,80,68,60
2019-07-22 22:00,2125,73,0.12,5.8,83,90,80,68,60
2019-07-22 23:00,2125,69,0.13,3.6,82,89,80,68,60
2019-07-23 00:00,2125,67,0.09,2.0,80,87,80,68,60
2019-07-23 01:00,2125,66,0.06,1.9,79,86,80,68,60
2019-07-23 02:00,2125,62,0.08,3.3,77,84,80,68,60
2019-07-23 03:00,2125,56,0.06,2.6,76,83,80,68,60
2019-07-23 04:00,2125,55,0.04,2.2,75,82,80,68,60
2019-07-23 05:00,2125,55,18.27,2.0,73,81,79,68,60
2019-07-23 06:00,2125,55,166.10,2.2,72,80,79,68,60
2019-07-23 07:00,2125,66,358.90,1.9,71,79,78,68,60
2019-07-23 08:00,2125,70,563.90,7.4,73,78,78,68,60
2019-07-23 09:00,2125,79,713.90,6.5,77,78,78,68,60
2019-07-23 10:00,2125,81,882.00,2.7,80,80,77,68,60
2019-07-23 11:00,2125,87,961.00,1.8,83,82,77,69,60
2019-07-23 12:00,2125,89,730.30,0.8,87,85,77,69,60
2019-07-23 13:00,2125,86,237.00,3.0,90,88,77,68,60
2019-07-23 14:00,2125,77,162.30,5.4,90,90,77,69,60
2019-07-23 15:00,2125,77,457.40,3.1,89,91,78,69,60
2019-07-23 16:00,2125,76,176.20,3.7,87,90,79,69,60
2019-07-23 17:00,2125,75,137.60,2.1,86,90,79,69,60
2019-07-23 18:00,2125,76,31.35,4.0,85,89,79,69,60
2019-07-23 19:00,2125,69,7.56,2.6,83,89,80,69,60
2019-07-23 20:00,2125,66,0.16,3.6,82,87,80,69,60
2019-07-23 21:00,2125,69,0.08,7.8,80,86,80,69,60
2019-07-23 22:00,2125,70,0.09,4.6,79,85,80,69,60
2019-07-23 23:00,2125,69,0.10,2.6,77,84,80,69,60
2019-07-24 00:00,2125,67,0.10,2.0,76,83,79,69,60
2019-07-24 01:00,2125,64,0.09,3.2,76,82,79,69,60
2019-07-24 02:00,2125,64,0.09,2.3,75,81,79,69,60
2019-07-24 03:00,2125,60,0.10,3.7,74,81,78,69,60
2019-07-24 04:00,2125,60,0.06,2.8,73,80,78,69,60
2019-07-24 05:00,2125,59,16.96,2.3,73,79,78,69,60
2019-07-24 06:00,2125,58,100.10,1.6,72,78,77,69,60
2019-07-24 07:00,2125,63,182.80,1.4,71,78,77,69,60
2019-07-24 08:00,2125,68,168.40,2.2,72,77,77,69,60
2019-07-24 09:00,2125,67,194.20,2.9,73,77,76,69,60
2019-07-24 10:00,2125,69,582.80,2.2,73,78,76,69,60
2019-07-24 11:00,2125,76,856.00,2.4,74,78,76,69,60
2019-07-24 12:00,2125,79,353.80,0.6,77,79,76,69,60
2019-07-24 13:00,2125,78,174.90,3.0,79,81,76,69,60
2019-07-24 14:00,2125,70,110.50,5.5,79,82,76,69,60
2019-07-24 15:00,2125,68,145.90,5.7,79,82,76,69,60
2019-07-24 16:00,2125,70,139.70,4.4,78,82,76,69,60
2019-07-24 17:00,2125,69,91.40,1.8,77,82,76,69,60
2019-07-24 18:00,2125,70,58.32,1.7,76,82,76,69,60
2019-07-24 19:00,2125,67,10.26,2.5,76,81,76,69,60
2019-07-24 20:00,2125,61,0.20,2.8,76,81,76,69,60
2019-07-24 21:00,2125,61,0.09,1.6,74,80,76,69,60
2019-07-24 22:00,2125,60,0.07,1.8,73,79,76,69,60
2019-07-24 23:00,2125,60,0.05,2.9,72,78,76,69,60
2019-07-25 00:00,2125,60,0.07,2.8,71,78,76,69,60
2019-07-25 01:00,2125,59,0.10,2.0,71,77,76,69,60
2019-07-25 02:00,2125,60,0.08,1.8,70,76,76,69,60
2019-07-25 03:00,2125,55,0.07,1.9,70,76,75,69,60
2019-07-25 04:00,2125,58,0.08,2.8,69,75,75,69,60
2019-07-25 05:00,2125,56,2.91,1.7,69,74,75,69,60
2019-07-25 06:00,2125,56,29.24,1.9,68,74,75,69,60
2019-07-25 07:00,2125,60,125.40,1.5,67,73,74,69,60
2019-07-25 08:00,2125,63,230.60,2.0,68,73,74,69,60
2019-07-25 09:00,2125,66,147.80,0.8,69,73,74,69,60
2019-07-25 10:00,2125,66,731.90,1.2,70,73,73,69,60
2019-07-25 11:00,2125,76,979.00,1.8,71,74,73,69,60
2019-07-25 12:00,2125,80,621.70,1.1,75,75,73,69,60
2019-07-25 13:00,2125,78,748.40,0.9,78,78,73,69,60
2019-07-25 14:00,2125,83,621.40,4.3,79,80,73,69,60
2019-07-25 15:00,2125,76,616.60,10.6,82,82,73,69,60
2019-07-25 16:00,2125,73,118.80,9.2,82,84,74,69,60
2019-07-25 17:00,2125,67,154.70,4.3,80,85,74,69,60
2019-07-25 18:00,2125,67,97.70,2.1,79,84,75,69,60
2019-07-25 19:00,2125,65,2.73,2.1,78,84,75,69,60
2019-07-25 20:00,2125,64,0.37,2.5,76,83,76,69,60
2019-07-25 21:00,2125,61,0.59,1.3,76,82,76,69,60
2019-07-25 22:00,2125,61,0.67,1.7,74,81,76,68,60
2019-07-25 23:00,2125,58,0.66,1.4,73,80,76,69,60
2019-07-26 00:00,2125,55,0.67,2.6,71,79,76,68,60
2019-07-26 01:00,2125,55,0.68,2.4,70,78,76,68,60
2019-07-26 02:00,2125,54,0.67,2.1,69,76,76,68,60
2019-07-26 03:00,2125,55,0.68,1.1,68,75,75,68,60
2019-07-26 04:00,2125,53,0.69,1.4,67,74,75,68,60
2019-07-26 05:00,2125,52,8.80,1.1,66,73,75,68,60
2019-07-26 06:00,2125,53,54.05,1.1,65,72,74,68,61
2019-07-26 07:00,2125,57,151.50,0.7,65,72,74,68,60
2019-07-26 08:00,2125,61,160.70,0.6,65,71,73,68,60
2019-07-26 09:00,2125,63,648.70,1.0,66,71,73,68,60
2019-07-26 10:00,2125,70,696.20,0.5,69,72,73,68,60
2019-07-26 11:00,2125,72,127.30,2.8,72,73,72,68,60
2019-07-26 12:00,2125,68,591.30,4.0,73,75,72,68,60
2019-07-26 13:00,2125,67,225.00,2.4,74,76,72,68,60
2019-07-26 14:00,2125,70,541.70,3.2,74,77,72,68,60
2019-07-26 15:00,2125,73,274.30,1.9,74,78,72,68,61
2019-07-26 16:00,2125,70,362.10,6.2,74,78,73,68,60
2019-07-26 17:00,2125,70,369.60,4.2,73,78,73,68,60
2019-07-26 18:00,2125,72,124.20,1.0,73,78,73,68,61
2019-07-26 19:00,2125,65,5.36,2.0,73,78,73,68,60
2019-07-26 20:00,2125,62,0.15,4.5,72,77,73,68,61
2019-07-26 21:00,2125,60,0.10,1.9,71,77,73,68,61
2019-07-26 22:00,2125,60,0.14,2.7,70,76,73,68,60
2019-07-26 23:00,2125,57,0.32,2.0,69,75,73,68,60
2019-07-27 00:00,2125,57,0.43,2.9,68,74,73,68,60
2019-07-27 01:00,2125,57,0.47,5.0,67,73,73,68,61
2019-07-27 02:00,2125,61,0.18,3.2,66,72,73,68,60
2019-07-27 03:00,2125,58,0.33,2.0,66,72,72,68,61
2019-07-27 04:00,2125,56,0.29,2.7,66,71,72,68,61
2019-07-27 05:00,2125,56,11.48,3.0,65,71,72,68,61
2019-07-27 06:00,2125,54,172.10,1.6,64,70,71,68,60
2019-07-27 07:00,2125,62,394.10,2.0,64,69,71,68,61
2019-07-27 08:00,2125,69,545.30,0.5,66,69,71,68,61
2019-07-27 09:00,2125,72,628.10,2.5,69,70,71,68,61
2019-07-27 10:00,2125,72,678.70,1.8,71,71,71,68,61
2019-07-27 11:00,2125,78,554.70,5.6,73,73,71,68,61
2019-07-27 12:00,2125,80,860.00,6.5,75,75,70,68,61
